"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Jan 03 21:11:01 GMT 2025","Fri Jan 03 21:11:02 GMT 2025","1314","tests","test_products","TestProductsItem","","","Go to products",""
