"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","599","Go to products","tests","Fri Jan 03 19:29:43 GMT 2025","passed","Fri Jan 03 19:29:43 GMT 2025","TestProductsItem","test_products","",""
