"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1786","Go to products","tests","Fri Jan 03 19:11:10 GMT 2025","passed","Fri Jan 03 19:11:12 GMT 2025","TestProductsItem","test_products","",""
