"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Jan 03 21:23:34 GMT 2025","Fri Jan 03 21:23:35 GMT 2025","809","tests","test_products","TestProductsItem","","","Go to products",""
