"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Jan 03 20:01:02 GMT 2025","Fri Jan 03 20:01:04 GMT 2025","1956","tests","test_products","TestProductsItem","","","Go to products",""
