"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Jan 03 19:58:42 GMT 2025","Fri Jan 03 19:58:43 GMT 2025","952","tests","test_products","TestProductsItem","","","Go to products",""
