"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","659","Go to products","tests","Fri Jan 03 19:19:26 GMT 2025","passed","Fri Jan 03 19:19:27 GMT 2025","TestProductsItem","test_products","",""
