"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Jan 03 16:59:38 UTC 2025","Fri Jan 03 16:59:41 UTC 2025","2153","tests","test_products","TestProductsItem","","","Go to products",""
