"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1454","Go to products","tests","Fri Jan 03 19:34:47 GMT 2025","passed","Fri Jan 03 19:34:48 GMT 2025","TestProductsItem","test_products","",""
