"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Jan 03 17:06:45 UTC 2025","Fri Jan 03 17:06:45 UTC 2025","481","tests","test_products","TestProductsItem","","","Go to products",""
