"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Jan 03 21:59:22 GMT 2025","Fri Jan 03 21:59:23 GMT 2025","1392","tests","test_products","TestProductsItem","","","Go to products",""
