"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Jan 03 16:30:49 UTC 2025","Fri Jan 03 16:30:51 UTC 2025","2016","tests","test_products","TestProductsItem","","","Go to products",""
