"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Jan 03 19:48:17 GMT 2025","Fri Jan 03 19:48:18 GMT 2025","511","tests","test_products","TestProductsItem","","","Go to products",""
