"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Jan 03 21:15:48 GMT 2025","Fri Jan 03 21:15:48 GMT 2025","641","tests","test_products","TestProductsItem","","","Go to products",""
